cycle_id,subject,population,block,trial,side,cycle_in_trial,class_label,fmg_start_sample,fmg_end_sample_exclusive,raw_samples,duration_s,contact_threshold
Sub04_H_T06_L_C05,Sub04_H,healthy,1,6,left,5,unassigned_steady_or_transition,21848,21977,129,1.2700000000000387,1623.2335
Sub04_H_T06_L_C06,Sub04_H,healthy,1,6,left,6,unassigned_steady_or_transition,21977,22104,127,1.25,1623.2335
Sub04_H_T06_L_C07,Sub04_H,healthy,1,6,left,7,unassigned_steady_or_transition,22104,22225,121,1.1899999999999977,1623.2335
Sub04_H_T06_L_C08,Sub04_H,healthy,1,6,left,8,unassigned_steady_or_transition,22225,22338,113,1.1100000000000136,1623.2335
Sub04_H_T06_L_C09,Sub04_H,healthy,1,6,left,9,unassigned_steady_or_transition,22338,22459,121,1.1899999999999977,1623.2335
Sub04_H_T06_L_C10,Sub04_H,healthy,1,6,left,10,gait_termination,22459,22577,118,1.1599999999999682,1623.2335
Sub04_H_T06_R_C01,Sub04_H,healthy,1,6,right,1,gait_initiation,21228,21312,84,0.8299999999999841,-355.9
Sub04_H_T06_R_C02,Sub04_H,healthy,1,6,right,2,unassigned_steady_or_transition,21312,21448,136,1.3500000000000227,-355.9
Sub04_H_T06_R_C03,Sub04_H,healthy,1,6,right,3,unassigned_steady_or_transition,21448,21549,101,0.9900000000000091,-355.9
Sub04_H_T06_R_C04,Sub04_H,healthy,1,6,right,4,unassigned_steady_or_transition,21549,21665,116,1.1399999999999864,-355.9
Sub04_H_T06_R_C05,Sub04_H,healthy,1,6,right,5,unassigned_steady_or_transition,21665,21798,133,1.3100000000000023,-355.9
Sub04_H_T06_R_C06,Sub04_H,healthy,1,6,right,6,unassigned_steady_or_transition,21798,21920,122,1.1999999999999886,-355.9
Sub04_H_T06_R_C07,Sub04_H,healthy,1,6,right,7,unassigned_steady_or_transition,21920,22053,133,1.3100000000000023,-355.9
Sub04_H_T06_R_C08,Sub04_H,healthy,1,6,right,8,unassigned_steady_or_transition,22053,22161,108,1.0699999999999932,-355.9
Sub04_H_T06_R_C09,Sub04_H,healthy,1,6,right,9,unassigned_steady_or_transition,22161,22278,117,1.1499999999999773,-355.9
Sub04_H_T06_R_C10,Sub04_H,healthy,1,6,right,10,gait_termination,22278,22432,154,1.5299999999999727,-355.9
Sub04_H_T07_L_C01,Sub04_H,healthy,1,7,left,1,gait_initiation,24231,24342,111,1.1000000000000227,1638.3453000000002
Sub04_H_T07_L_C02,Sub04_H,healthy,1,7,left,2,unassigned_steady_or_transition,24342,24464,122,1.2099999999999795,1638.3453000000002
Sub04_H_T07_L_C03,Sub04_H,healthy,1,7,left,3,unassigned_steady_or_transition,24464,24582,118,1.169999999999959,1638.3453000000002
Sub04_H_T07_L_C04,Sub04_H,healthy,1,7,left,4,unassigned_steady_or_transition,24582,24696,114,1.1299999999999955,1638.3453000000002
Sub04_H_T07_L_C05,Sub04_H,healthy,1,7,left,5,unassigned_steady_or_transition,24696,24815,119,1.169999999999959,1638.3453000000002
Sub04_H_T07_L_C06,Sub04_H,healthy,1,7,left,6,unassigned_steady_or_transition,24815,24932,117,1.1599999999999682,1638.3453000000002
Sub04_H_T07_L_C07,Sub04_H,healthy,1,7,left,7,unassigned_steady_or_transition,24932,25056,124,1.2300000000000182,1638.3453000000002
Sub04_H_T07_L_C08,Sub04_H,healthy,1,7,left,8,unassigned_steady_or_transition,25056,25174,118,1.160000000000025,1638.3453000000002
Sub04_H_T07_L_C09,Sub04_H,healthy,1,7,left,9,unassigned_steady_or_transition,25174,25292,118,1.170000000000016,1638.3453000000002
Sub04_H_T07_L_C10,Sub04_H,healthy,1,7,left,10,gait_termination,25292,25417,125,1.2299999999999613,1638.3453000000002
Sub04_H_T07_R_C01,Sub04_H,healthy,1,7,right,1,gait_initiation,24170,24277,107,1.0600000000000023,-377.7
Sub04_H_T07_R_C02,Sub04_H,healthy,1,7,right,2,unassigned_steady_or_transition,24277,24384,107,1.0600000000000023,-377.7
Sub04_H_T07_R_C03,Sub04_H,healthy,1,7,right,3,unassigned_steady_or_transition,24384,24508,124,1.2299999999999613,-377.7
Sub04_H_T07_R_C04,Sub04_H,healthy,1,7,right,4,unassigned_steady_or_transition,24508,24619,111,1.099999999999966,-377.7
Sub04_H_T07_R_C05,Sub04_H,healthy,1,7,right,5,unassigned_steady_or_transition,24619,24737,118,1.170000000000016,-377.7
Sub04_H_T07_R_C06,Sub04_H,healthy,1,7,right,6,unassigned_steady_or_transition,24737,24847,110,1.079999999999984,-377.7
Sub04_H_T07_R_C07,Sub04_H,healthy,1,7,right,7,unassigned_steady_or_transition,24847,24963,116,1.1499999999999773,-377.7
Sub04_H_T07_R_C08,Sub04_H,healthy,1,7,right,8,unassigned_steady_or_transition,24963,25119,156,1.5500000000000114,-377.7
Sub04_H_T07_R_C09,Sub04_H,healthy,1,7,right,9,unassigned_steady_or_transition,25119,25214,95,0.9300000000000068,-377.7
Sub04_H_T07_R_C10,Sub04_H,healthy,1,7,right,10,unassigned_steady_or_transition,25214,25363,149,1.4800000000000182,-377.7
Sub04_H_T07_R_C11,Sub04_H,healthy,1,7,right,11,unassigned_steady_or_transition,25363,25485,122,1.1999999999999886,-377.7
Sub04_H_T07_R_C12,Sub04_H,healthy,1,7,right,12,gait_termination,25485,25617,132,1.3100000000000023,-377.7
Sub04_H_T08_L_C01,Sub04_H,healthy,1,8,left,1,gait_initiation,26795,26900,105,1.07000000000005,-1692.605
Sub04_H_T08_L_C02,Sub04_H,healthy,1,8,left,2,unassigned_steady_or_transition,26900,27011,111,1.1099999999999568,-1692.605
Sub04_H_T08_L_C03,Sub04_H,healthy,1,8,left,3,unassigned_steady_or_transition,27011,27134,123,1.2199999999999704,-1692.605
Sub04_H_T08_L_C04,Sub04_H,healthy,1,8,left,4,unassigned_steady_or_transition,27134,27255,121,1.1999999999999886,-1692.605
Sub04_H_T08_L_C05,Sub04_H,healthy,1,8,left,5,unassigned_steady_or_transition,27255,27380,125,1.2299999999999613,-1692.605
Sub04_H_T08_L_C06,Sub04_H,healthy,1,8,left,6,unassigned_steady_or_transition,27380,27500,120,1.1800000000000068,-1692.605
Sub04_H_T08_L_C07,Sub04_H,healthy,1,8,left,7,unassigned_steady_or_transition,27500,27622,122,1.2099999999999795,-1692.605
Sub04_H_T08_L_C08,Sub04_H,healthy,1,8,left,8,unassigned_steady_or_transition,27622,27738,116,1.1499999999999773,-1692.605
Sub04_H_T08_L_C09,Sub04_H,healthy,1,8,left,9,gait_termination,27738,27858,120,1.17999999999995,-1692.605
Sub04_H_T08_R_C01,Sub04_H,healthy,1,8,right,1,gait_initiation,26905,26984,79,0.7800000000000296,-377.75
Sub04_H_T08_R_C02,Sub04_H,healthy,1,8,right,2,unassigned_steady_or_transition,26984,27103,119,1.1800000000000068,-377.75
Sub04_H_T08_R_C03,Sub04_H,healthy,1,8,right,3,unassigned_steady_or_transition,27103,27206,103,1.0200000000000387,-377.75
Sub04_H_T08_R_C04,Sub04_H,healthy,1,8,right,4,unassigned_steady_or_transition,27206,27341,135,1.329999999999984,-377.75
Sub04_H_T08_R_C05,Sub04_H,healthy,1,8,right,5,unassigned_steady_or_transition,27341,27448,107,1.0500000000000114,-377.75
Sub04_H_T08_R_C06,Sub04_H,healthy,1,8,right,6,unassigned_steady_or_transition,27448,27575,127,1.259999999999991,-377.75
Sub04_H_T08_R_C07,Sub04_H,healthy,1,8,right,7,unassigned_steady_or_transition,27575,27698,123,1.2199999999999704,-377.75
Sub04_H_T08_R_C08,Sub04_H,healthy,1,8,right,8,unassigned_steady_or_transition,27698,27822,124,1.2200000000000273,-377.75
Sub04_H_T08_R_C09,Sub04_H,healthy,1,8,right,9,unassigned_steady_or_transition,27822,27939,117,1.1599999999999682,-377.75
Sub04_H_T08_R_C10,Sub04_H,healthy,1,8,right,10,gait_termination,27939,28060,121,1.1899999999999977,-377.75
Sub04_H_T09_L_C01,Sub04_H,healthy,1,9,left,1,gait_initiation,29460,29574,114,1.1399999999999864,1633.77405
Sub04_H_T09_L_C02,Sub04_H,healthy,1,9,left,2,unassigned_steady_or_transition,29574,29688,114,1.1499999999999773,1633.77405
Sub04_H_T09_L_C03,Sub04_H,healthy,1,9,left,3,unassigned_steady_or_transition,29688,29808,120,1.17999999999995,1633.77405
Sub04_H_T09_L_C04,Sub04_H,healthy,1,9,left,4,unassigned_steady_or_transition,29808,29927,119,1.17999999999995,1633.77405
Sub04_H_T09_L_C05,Sub04_H,healthy,1,9,left,5,unassigned_steady_or_transition,29927,30043,116,1.1399999999999864,1633.77405
Sub04_H_T09_L_C06,Sub04_H,healthy,1,9,left,6,unassigned_steady_or_transition,30043,30159,116,1.1499999999999773,1633.77405
Sub04_H_T09_L_C07,Sub04_H,healthy,1,9,left,7,unassigned_steady_or_transition,30159,30279,120,1.17999999999995,1633.77405
Sub04_H_T09_L_C08,Sub04_H,healthy,1,9,left,8,unassigned_steady_or_transition,30279,30395,116,1.1399999999999864,1633.77405
Sub04_H_T09_L_C09,Sub04_H,healthy,1,9,left,9,unassigned_steady_or_transition,30395,30513,118,1.1600000000000819,1633.77405
Sub04_H_T09_L_C10,Sub04_H,healthy,1,9,left,10,gait_termination,30513,30637,124,1.2300000000000182,1633.77405
Sub04_H_T09_R_C01,Sub04_H,healthy,1,9,right,1,gait_initiation,29605,29735,130,1.2900000000000773,-382.35
Sub04_H_T09_R_C02,Sub04_H,healthy,1,9,right,2,unassigned_steady_or_transition,29735,29826,91,0.8899999999999864,-382.35
Sub04_H_T09_R_C03,Sub04_H,healthy,1,9,right,3,unassigned_steady_or_transition,29826,29938,112,1.1100000000000136,-382.35
Sub04_H_T09_R_C04,Sub04_H,healthy,1,9,right,4,unassigned_steady_or_transition,29938,30062,124,1.2200000000000273,-382.35
Sub04_H_T09_R_C05,Sub04_H,healthy,1,9,right,5,unassigned_steady_or_transition,30062,30179,117,1.1599999999999682,-382.35
Sub04_H_T09_R_C06,Sub04_H,healthy,1,9,right,6,unassigned_steady_or_transition,30179,30296,117,1.1499999999999773,-382.35
Sub04_H_T09_R_C07,Sub04_H,healthy,1,9,right,7,unassigned_steady_or_transition,30296,30446,150,1.490000000000009,-382.35
Sub04_H_T09_R_C08,Sub04_H,healthy,1,9,right,8,unassigned_steady_or_transition,30446,30553,107,1.0500000000000682,-382.35
Sub04_H_T09_R_C09,Sub04_H,healthy,1,9,right,9,unassigned_steady_or_transition,30553,30640,87,0.8600000000000136,-382.35
Sub04_H_T09_R_C10,Sub04_H,healthy,1,9,right,10,gait_termination,30640,30788,148,1.4600000000000364,-382.35
Sub04_H_T10_L_C01,Sub04_H,healthy,1,10,left,1,gait_initiation,34079,34208,129,1.2799999999999727,-1678.7239
Sub04_H_T10_R_C01,Sub04_H,healthy,1,10,right,1,gait_initiation,34230,34284,54,0.5199999999999818,-384.25
Sub04_H_T11_L_C01,Sub04_H,healthy,1,11,left,1,gait_initiation,42310,42427,117,1.1499999999999773,1586.205
Sub04_H_T11_L_C02,Sub04_H,healthy,1,11,left,2,unassigned_steady_or_transition,42427,42543,116,1.1299999999999955,1586.205
Sub04_H_T11_L_C03,Sub04_H,healthy,1,11,left,3,unassigned_steady_or_transition,42543,42667,124,1.2199999999999136,1586.205
Sub04_H_T11_L_C04,Sub04_H,healthy,1,11,left,4,unassigned_steady_or_transition,42667,42796,129,1.2600000000001046,1586.205
Sub04_H_T11_L_C05,Sub04_H,healthy,1,11,left,5,unassigned_steady_or_transition,42796,42922,126,1.240000000000009,1586.205
Sub04_H_T11_L_C06,Sub04_H,healthy,1,11,left,6,unassigned_steady_or_transition,42922,43044,122,1.1999999999999318,1586.205
Sub04_H_T11_L_C07,Sub04_H,healthy,1,11,left,7,unassigned_steady_or_transition,43044,43163,119,1.1800000000000637,1586.205
Sub04_H_T11_L_C08,Sub04_H,healthy,1,11,left,8,unassigned_steady_or_transition,43163,43283,120,1.17999999999995,1586.205
Sub04_H_T11_L_C09,Sub04_H,healthy,1,11,left,9,unassigned_steady_or_transition,43283,43406,123,1.2100000000000364,1586.205
Sub04_H_T11_L_C10,Sub04_H,healthy,1,11,left,10,gait_termination,43406,43531,125,1.2300000000000182,1586.205
Sub04_H_T11_R_C01,Sub04_H,healthy,1,11,right,1,gait_initiation,42218,42308,90,0.8899999999999864,339.4
Sub04_H_T11_R_C02,Sub04_H,healthy,1,11,right,2,unassigned_steady_or_transition,42308,42356,48,0.4600000000000364,339.4
Sub04_H_T11_R_C03,Sub04_H,healthy,1,11,right,3,unassigned_steady_or_transition,42356,42435,79,0.7799999999999727,339.4
Sub04_H_T11_R_C04,Sub04_H,healthy,1,11,right,4,unassigned_steady_or_transition,42435,42550,115,1.1200000000000045,339.4
Sub04_H_T11_R_C05,Sub04_H,healthy,1,11,right,5,gait_termination,42550,42663,113,1.1100000000000136,339.4
Sub04_H_T12_L_C01,Sub04_H,healthy,1,12,left,1,gait_initiation,47954,48077,123,1.2099999999999227,1617.8749
Sub04_H_T12_L_C02,Sub04_H,healthy,1,12,left,2,unassigned_steady_or_transition,48077,48201,124,1.2300000000000182,1617.8749
Sub04_H_T12_L_C03,Sub04_H,healthy,1,12,left,3,unassigned_steady_or_transition,48201,48325,124,1.2200000000000273,1617.8749
Sub04_H_T12_L_C04,Sub04_H,healthy,1,12,left,4,unassigned_steady_or_transition,48325,48448,123,1.2100000000000364,1617.8749
Sub04_H_T12_L_C05,Sub04_H,healthy,1,12,left,5,unassigned_steady_or_transition,48448,48564,116,1.1399999999999864,1617.8749
Sub04_H_T12_L_C06,Sub04_H,healthy,1,12,left,6,unassigned_steady_or_transition,48564,48690,126,1.240000000000009,1617.8749
Sub04_H_T12_L_C07,Sub04_H,healthy,1,12,left,7,unassigned_steady_or_transition,48690,48811,121,1.1900000000000546,1617.8749
Sub04_H_T12_L_C08,Sub04_H,healthy,1,12,left,8,unassigned_steady_or_transition,48811,48933,122,1.1999999999999318,1617.8749
Sub04_H_T12_L_C09,Sub04_H,healthy,1,12,left,9,unassigned_steady_or_transition,48933,49049,116,1.1600000000000819,1617.8749
Sub04_H_T12_L_C10,Sub04_H,healthy,1,12,left,10,gait_termination,49358,49467,109,1.080000000000041,1617.8749
Sub04_H_T12_R_C01,Sub04_H,healthy,1,12,right,1,gait_initiation,47354,47460,106,1.0499999999999545,351.525
Sub04_H_T12_R_C02,Sub04_H,healthy,1,12,right,2,unassigned_steady_or_transition,47460,47631,171,1.6900000000000546,351.525
Sub04_H_T12_R_C03,Sub04_H,healthy,1,12,right,3,unassigned_steady_or_transition,47631,47755,124,1.2300000000000182,351.525
Sub04_H_T12_R_C04,Sub04_H,healthy,1,12,right,4,unassigned_steady_or_transition,47755,47809,54,0.5299999999999727,351.525
Sub04_H_T12_R_C05,Sub04_H,healthy,1,12,right,5,unassigned_steady_or_transition,47809,47861,52,0.5,351.525
Sub04_H_T12_R_C06,Sub04_H,healthy,1,12,right,6,unassigned_steady_or_transition,47861,47914,53,0.5199999999999818,351.525
Sub04_H_T12_R_C07,Sub04_H,healthy,1,12,right,7,unassigned_steady_or_transition,47914,47963,49,0.4800000000000182,351.525
Sub04_H_T12_R_C08,Sub04_H,healthy,1,12,right,8,unassigned_steady_or_transition,47963,48015,52,0.5099999999999909,351.525
Sub04_H_T12_R_C09,Sub04_H,healthy,1,12,right,9,unassigned_steady_or_transition,48015,48068,53,0.5099999999999909,351.525
Sub04_H_T12_R_C10,Sub04_H,healthy,1,12,right,10,unassigned_steady_or_transition,48068,48120,52,0.5099999999999909,351.525
Sub04_H_T12_R_C11,Sub04_H,healthy,1,12,right,11,unassigned_steady_or_transition,48120,48176,56,0.5499999999999545,351.525
Sub04_H_T12_R_C12,Sub04_H,healthy,1,12,right,12,unassigned_steady_or_transition,48176,48230,54,0.5199999999999818,351.525
Sub04_H_T12_R_C13,Sub04_H,healthy,1,12,right,13,unassigned_steady_or_transition,48230,48280,50,0.4900000000000091,351.525
Sub04_H_T12_R_C14,Sub04_H,healthy,1,12,right,14,unassigned_steady_or_transition,48280,48326,46,0.4500000000000455,351.525
Sub04_H_T12_R_C15,Sub04_H,healthy,1,12,right,15,unassigned_steady_or_transition,48326,48372,46,0.4500000000000455,351.525
Sub04_H_T12_R_C16,Sub04_H,healthy,1,12,right,16,unassigned_steady_or_transition,48372,48421,49,0.4700000000000273,351.525
Sub04_H_T12_R_C17,Sub04_H,healthy,1,12,right,17,unassigned_steady_or_transition,48421,48470,49,0.4699999999999136,351.525
Sub04_H_T12_R_C18,Sub04_H,healthy,1,12,right,18,unassigned_steady_or_transition,48470,48557,87,0.8600000000000136,351.525
Sub04_H_T12_R_C19,Sub04_H,healthy,1,12,right,19,unassigned_steady_or_transition,48557,48648,91,0.8900000000001,351.525
Sub04_H_T12_R_C20,Sub04_H,healthy,1,12,right,20,unassigned_steady_or_transition,48648,48696,48,0.4699999999999136,351.525
Sub04_H_T12_R_C21,Sub04_H,healthy,1,12,right,21,unassigned_steady_or_transition,48696,48742,46,0.4500000000000455,351.525
Sub04_H_T12_R_C22,Sub04_H,healthy,1,12,right,22,unassigned_steady_or_transition,48742,48810,68,0.6599999999999682,351.525
Sub04_H_T12_R_C23,Sub04_H,healthy,1,12,right,23,unassigned_steady_or_transition,48810,48889,79,0.7699999999999818,351.525
Sub04_H_T12_R_C24,Sub04_H,healthy,1,12,right,24,unassigned_steady_or_transition,48889,48936,47,0.4599999999999227,351.525
Sub04_H_T12_R_C25,Sub04_H,healthy,1,12,right,25,unassigned_steady_or_transition,48936,49023,87,0.8599999999999,351.525
Sub04_H_T12_R_C26,Sub04_H,healthy,1,12,right,26,unassigned_steady_or_transition,49023,49083,60,0.5799999999999272,351.525
Sub04_H_T12_R_C27,Sub04_H,healthy,1,12,right,27,unassigned_steady_or_transition,49087,49129,42,0.40999999999996817,351.525
Sub04_H_T12_R_C28,Sub04_H,healthy,1,12,right,28,unassigned_steady_or_transition,49148,49196,48,0.4700000000000273,351.525
Sub04_H_T12_R_C29,Sub04_H,healthy,1,12,right,29,unassigned_steady_or_transition,49196,49247,51,0.4900000000000091,351.525
Sub04_H_T12_R_C30,Sub04_H,healthy,1,12,right,30,unassigned_steady_or_transition,49247,49299,52,0.5,351.525
Sub04_H_T12_R_C31,Sub04_H,healthy,1,12,right,31,unassigned_steady_or_transition,49299,49445,146,1.4500000000000455,351.525
Sub04_H_T12_R_C32,Sub04_H,healthy,1,12,right,32,unassigned_steady_or_transition,49445,49495,50,0.4800000000000182,351.525
Sub04_H_T12_R_C33,Sub04_H,healthy,1,12,right,33,unassigned_steady_or_transition,49495,49549,54,0.5199999999999818,351.525
Sub04_H_T12_R_C34,Sub04_H,healthy,1,12,right,34,unassigned_steady_or_transition,49549,49670,121,1.1800000000000637,351.525
Sub04_H_T12_R_C35,Sub04_H,healthy,1,12,right,35,gait_termination,49670,49723,53,0.5099999999999909,351.525
Sub04_H_T13_R_C01,Sub04_H,healthy,1,13,right,1,gait_initiation,52289,52406,117,1.1600000000000819,416.19000000000005
Sub04_H_T14_R_C01,Sub04_H,healthy,1,14,right,1,gait_initiation,54875,54964,89,0.8799999999999955,455.9
Sub04_H_T14_R_C02,Sub04_H,healthy,1,14,right,2,unassigned_steady_or_transition,54964,55062,98,0.9800000000000182,455.9
Sub04_H_T14_R_C03,Sub04_H,healthy,1,14,right,3,unassigned_steady_or_transition,55062,55206,144,1.4099999999999682,455.9
Sub04_H_T14_R_C04,Sub04_H,healthy,1,14,right,4,gait_termination,55206,55330,124,1.2300000000000182,455.9
Sub04_H_T15_L_C01,Sub04_H,healthy,1,15,left,1,gait_initiation,58252,58418,166,1.7099999999999227,1701.81635
Sub04_H_T15_R_C01,Sub04_H,healthy,1,15,right,1,gait_initiation,57990,58150,160,1.5899999999999181,413.33000000000004
Sub04_H_T15_R_C02,Sub04_H,healthy,1,15,right,2,unassigned_steady_or_transition,58150,58224,74,0.7300000000000182,413.33000000000004
Sub04_H_T15_R_C03,Sub04_H,healthy,1,15,right,3,unassigned_steady_or_transition,58224,58350,126,1.2800000000000864,413.33000000000004
Sub04_H_T15_R_C04,Sub04_H,healthy,1,15,right,4,unassigned_steady_or_transition,58350,58421,71,0.7300000000000182,413.33000000000004
Sub04_H_T15_R_C05,Sub04_H,healthy,1,15,right,5,unassigned_steady_or_transition,58421,58496,75,0.75,413.33000000000004
Sub04_H_T15_R_C06,Sub04_H,healthy,1,15,right,6,unassigned_steady_or_transition,58496,58577,81,0.7999999999999545,413.33000000000004
Sub04_H_T15_R_C07,Sub04_H,healthy,1,15,right,7,gait_termination,58577,58656,79,0.7799999999999727,413.33000000000004
Sub04_H_T16_L_C01,Sub04_H,healthy,1,16,left,1,gait_initiation,61156,61373,217,2.169999999999959,-1645.5858
Sub04_H_T16_L_C02,Sub04_H,healthy,1,16,left,2,gait_termination,61373,61529,156,1.5600000000000591,-1645.5858
Sub04_H_T16_R_C01,Sub04_H,healthy,1,16,right,1,gait_initiation,61072,61217,145,1.4499999999999318,443.94
Sub04_H_T16_R_C02,Sub04_H,healthy,1,16,right,2,unassigned_steady_or_transition,61217,61318,101,1.0,443.94
Sub04_H_T16_R_C03,Sub04_H,healthy,1,16,right,3,unassigned_steady_or_transition,61318,61397,79,0.7899999999999636,443.94
Sub04_H_T16_R_C04,Sub04_H,healthy,1,16,right,4,unassigned_steady_or_transition,61397,61477,80,0.8000000000000682,443.94
Sub04_H_T16_R_C05,Sub04_H,healthy,1,16,right,5,gait_termination,61477,61557,80,0.7899999999999636,443.94
Sub04_H_T17_L_C01,Sub04_H,healthy,1,17,left,1,gait_initiation,64419,64551,132,1.3400000000000318,-1674.4940499999998
Sub04_H_T17_R_C01,Sub04_H,healthy,1,17,right,1,gait_initiation,64011,64098,87,0.8799999999999955,-403.35
Sub04_H_T17_R_C02,Sub04_H,healthy,1,17,right,2,unassigned_steady_or_transition,64098,64180,82,0.8099999999999454,-403.35
Sub04_H_T17_R_C03,Sub04_H,healthy,1,17,right,3,unassigned_steady_or_transition,64180,64332,152,1.5,-403.35
Sub04_H_T17_R_C04,Sub04_H,healthy,1,17,right,4,unassigned_steady_or_transition,64332,64388,56,0.5600000000000591,-403.35
Sub04_H_T17_R_C05,Sub04_H,healthy,1,17,right,5,unassigned_steady_or_transition,64388,64470,82,0.8099999999999454,-403.35
Sub04_H_T17_R_C06,Sub04_H,healthy,1,17,right,6,unassigned_steady_or_transition,64470,64550,80,0.8199999999999363,-403.35
Sub04_H_T17_R_C07,Sub04_H,healthy,1,17,right,7,gait_termination,64550,64614,64,0.6299999999999955,-403.35
Sub04_H_T18_R_C01,Sub04_H,healthy,1,18,right,1,gait_initiation,66941,67055,114,1.1399999999999864,439.2
Sub04_H_T18_R_C02,Sub04_H,healthy,1,18,right,2,unassigned_steady_or_transition,67055,67133,78,0.7900000000000773,439.2
Sub04_H_T18_R_C03,Sub04_H,healthy,1,18,right,3,gait_termination,67133,67197,64,0.6399999999999864,439.2
Sub04_H_T21_L_C01,Sub04_H,healthy,21,21,left,1,gait_initiation,1929,2048,119,1.199999999999818,1601.2916
Sub04_H_T21_L_C02,Sub04_H,healthy,21,21,left,2,unassigned_steady_or_transition,2048,2169,121,1.209999999999809,1601.2916
Sub04_H_T21_L_C03,Sub04_H,healthy,21,21,left,3,unassigned_steady_or_transition,2169,2288,119,1.1900000000000546,1601.2916
Sub04_H_T21_L_C04,Sub04_H,healthy,21,21,left,4,unassigned_steady_or_transition,2288,2382,94,1.2799999999999727,1601.2916
Sub04_H_T21_L_C05,Sub04_H,healthy,21,21,left,5,unassigned_steady_or_transition,2382,2508,126,1.259999999999991,1601.2916
Sub04_H_T21_L_C06,Sub04_H,healthy,21,21,left,6,unassigned_steady_or_transition,2508,2629,121,1.2100000000000364,1601.2916
Sub04_H_T21_L_C07,Sub04_H,healthy,21,21,left,7,unassigned_steady_or_transition,2629,2698,69,0.6900000000000546,1601.2916
Sub04_H_T21_L_C08,Sub04_H,healthy,21,21,left,8,gait_termination,2698,2811,113,1.1300000000001091,1601.2916
Sub04_H_T21_R_C01,Sub04_H,healthy,21,21,right,1,gait_initiation,1392,1443,51,1.240000000000009,-431.45
Sub04_H_T21_R_C02,Sub04_H,healthy,21,21,right,2,unassigned_steady_or_transition,1443,1530,87,1.2299999999997908,-431.45
Sub04_H_T21_R_C03,Sub04_H,healthy,21,21,right,3,unassigned_steady_or_transition,1530,1648,118,1.1899999999998272,-431.45
Sub04_H_T21_R_C04,Sub04_H,healthy,21,21,right,4,unassigned_steady_or_transition,1648,1810,162,1.6300000000001091,-431.45
Sub04_H_T21_R_C05,Sub04_H,healthy,21,21,right,5,unassigned_steady_or_transition,1810,1903,93,0.9200000000000728,-431.45
Sub04_H_T21_R_C06,Sub04_H,healthy,21,21,right,6,unassigned_steady_or_transition,1903,2037,134,1.349999999999909,-431.45
Sub04_H_T21_R_C07,Sub04_H,healthy,21,21,right,7,unassigned_steady_or_transition,2037,2150,113,1.1300000000001091,-431.45
Sub04_H_T21_R_C08,Sub04_H,healthy,21,21,right,8,unassigned_steady_or_transition,2150,2302,152,1.5299999999999727,-431.45
Sub04_H_T21_R_C09,Sub04_H,healthy,21,21,right,9,unassigned_steady_or_transition,2302,2344,42,0.7699999999999818,-431.45
Sub04_H_T21_R_C10,Sub04_H,healthy,21,21,right,10,gait_termination,2344,2501,157,1.5699999999999363,-431.45
Sub04_H_T22_L_C01,Sub04_H,healthy,21,22,left,1,gait_initiation,12123,12242,119,1.199999999999818,1623.6521
Sub04_H_T22_L_C02,Sub04_H,healthy,21,22,left,2,unassigned_steady_or_transition,12242,12364,122,1.2000000000000455,1623.6521
Sub04_H_T22_L_C03,Sub04_H,healthy,21,22,left,3,unassigned_steady_or_transition,12364,12483,119,1.1900000000000546,1623.6521
Sub04_H_T22_L_C04,Sub04_H,healthy,21,22,left,4,unassigned_steady_or_transition,12483,12597,114,1.1400000000001,1623.6521
Sub04_H_T22_L_C05,Sub04_H,healthy,21,22,left,5,unassigned_steady_or_transition,12597,12711,114,1.1499999999998636,1623.6521
Sub04_H_T22_L_C06,Sub04_H,healthy,21,22,left,6,gait_termination,12711,12831,120,1.2100000000000364,1623.6521
Sub04_H_T22_R_C01,Sub04_H,healthy,21,22,right,1,gait_initiation,10755,10876,121,1.2200000000000273,-298.1
Sub04_H_T22_R_C02,Sub04_H,healthy,21,22,right,2,unassigned_steady_or_transition,10876,10995,119,1.2000000000000455,-298.1
Sub04_H_T22_R_C03,Sub04_H,healthy,21,22,right,3,unassigned_steady_or_transition,10995,11117,122,1.2200000000000273,-298.1
Sub04_H_T22_R_C04,Sub04_H,healthy,21,22,right,4,unassigned_steady_or_transition,11117,11232,115,1.1599999999998545,-298.1
Sub04_H_T22_R_C05,Sub04_H,healthy,21,22,right,5,unassigned_steady_or_transition,11232,11338,106,1.0700000000001637,-298.1
Sub04_H_T22_R_C06,Sub04_H,healthy,21,22,right,6,unassigned_steady_or_transition,11338,11461,123,1.240000000000009,-298.1
Sub04_H_T22_R_C07,Sub04_H,healthy,21,22,right,7,unassigned_steady_or_transition,11461,11579,118,1.1899999999998272,-298.1
Sub04_H_T22_R_C08,Sub04_H,healthy,21,22,right,8,unassigned_steady_or_transition,11579,11693,114,1.1400000000001,-298.1
Sub04_H_T22_R_C09,Sub04_H,healthy,21,22,right,9,unassigned_steady_or_transition,11693,11810,117,1.1800000000000637,-298.1
Sub04_H_T22_R_C10,Sub04_H,healthy,21,22,right,10,gait_termination,11810,11935,125,1.259999999999991,-298.1
Sub04_H_T23_L_C01,Sub04_H,healthy,21,23,left,1,gait_initiation,14563,14725,162,1.6599999999998545,-1660.12975
Sub04_H_T23_L_C02,Sub04_H,healthy,21,23,left,2,gait_termination,16071,16198,127,1.259999999999991,-1660.12975
